,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,
2010-10-12,218.67448758885905,218.96114503676742,214.20067415423998,216.1355743408203,13979878.0,337.2418979650225,341.9464208454302,335.9718346608714,340.1218566894531,2608902.0,262.8025149850917,263.9103534411148,260.94613420936827,263.0762634277344,4625624,106.04130758629866,106.12753945085797,103.45445286062835,105.25640869140625,15619800
2010-10-13,216.23791791723437,219.90297223831365,215.9512741759639,219.7084503173828,23967306.0,341.99996017455203,356.93640889567536,339.5492962050003,355.2012634277344,5350604.0,263.57244501231753,270.7413459411655,263.0762642103637,269.71905517578125,13024504,105.4642574468516,108.33854538565468,104.66829943739373,107.95162200927734,20573400
2010-10-14,220.10776620101845,221.43865343926166,215.84893523939752,216.8317413330078,24414709.0,356.6502870616073,359.19036958627504,351.44487130854696,352.7685852050781,2949086.0,270.76703639064044,276.22924456004534,270.0056493214601,272.4908142089844,9193376,108.1174478166843,108.60386848128506,106.57196743957967,107.20430755615234,7707260
2010-10-15,217.0364804781546,218.67448592651817,212.04053857497965,213.0131072998047,11601973.0,357.4015189102691,361.6946302485306,338.08251788809235,339.9786376953125,5717798.0,273.7525936419316,277.0034056914295,261.874289154171,263.17034912109375,25870360,107.20653373790215,108.01796366430277,105.2409594808888,105.51954650878906,11726540
2010-10-18,213.40215360508853,218.05001474612052,211.5593887943559,214.46685791015625,22209315.0,347.02647790605096,352.03510748407643,332.716107683121,351.05126953125,4480734.0,263.5296386668911,266.81466135460164,260.00507828857013,265.8009338378906,12591096,112.31389178396739,112.31389178396739,104.04920866161247,106.05899810791016,16550200
2010-10-19,218.0602741701263,218.81786019562884,212.78792483416774,213.84239196777344,18579617.0,351.3196275691843,353.25153649587776,344.91572745652877,346.2215576171875,2200912.0,264.7443726655102,265.6297994126147,256.7285600881411,257.5155944824219,14077712,107.14459797565192,107.14459797565192,104.29462806229603,104.75009155273438,16649040
2010-10-20,212.81861041683476,217.93739992742567,212.5319529557572,214.87635803222656,18232837.0,345.05883240965846,350.7829810032868,342.08943469389254,344.61163330078125,2206638.0,257.4813378310414,260.45840042107625,255.7874900741545,258.2341613769531,7093856,104.75673353510052,104.88939432261597,102.94814481595027,103.27758026123047,9860460
2010-10-21,215.39847651859242,222.73882388922246,214.82517525472062,221.4693603515625,37273145.0,348.4754206245947,355.55904996701724,347.02649991480945,352.82220458984375,3752354.0,259.9031531945934,263.41867990753536,258.3642900697124,263.07623291015625,9231920,103.03436696278641,105.01319934487434,102.44181640080976,104.58426666259766,14595060
2010-10-22,222.24739435353976,223.957060662803,219.974650458114,221.5000457763672,19627279.0,365.6300330535722,375.4326473707761,365.6300330535722,372.1412353515625,9610404.0,260.5447242860697,267.4500938378756,260.3496571104125,264.6974792480469,11345744,105.24316338483386,105.24316338483386,102.52364736607993,102.884033203125,12950380
2010-10-25,222.76950569420154,225.615550740829,222.36000094151694,223.25067138671875,18019151.0,373.1430149681012,383.8578904028288,371.0679931975463,381.7113342285156,5156316.0,265.18728513012,266.5830862209553,260.9651693882994,261.749755859375,5224432,103.29746551729217,104.69038665342256,101.6613273606861,101.91338348388672,17259580
2010-10-26,223.36330536829124,225.42105296139297,222.58524488802908,224.99107360839844,15444185.0,380.47702140618895,381.99749845459166,372.6242221190368,380.155029296875,3507024.0,261.82345826923716,263.8434911705689,260.32360442406946,261.290283203125,6925872,102.05933133256461,102.85528932836144,101.30759584941521,101.7674789428711,10139440
2010-10-27,224.81703748433935,227.27405256961987,221.7969584352549,223.74209594726562,21946562.0,379.2248732772212,381.65765408394253,373.33975002385256,375.0032958984375,2141382.0,260.2629743639232,260.95654658074915,257.24593098750165,258.37298583984375,9072696,101.97087760030833,101.97087760030833,99.0700525944429,99.68470764160156,16440660
2010-10-28,225.1036822906257,225.41080061657368,220.0258422877524,221.54100036621094,36188021.0,375.6473340755635,381.92602841383126,372.069740417701,376.6848449707031,5255690.0,258.7024900641832,262.94194264468706,255.585753507263,257.56243896484375,18232152,99.78200351172151,102.4064550331245,99.09660182067567,100.23304748535156,42138460
2010-10-29,222.7080942297911,226.70074186828174,221.23388524013635,224.45870971679688,29722655.0,379.224927733426,379.224927733426,368.8499061256247,376.6848449707031,2212398.0,259.13596280110806,259.91623167538376,255.23461842972972,257.6361083984375,6886024,100.82116912478911,101.61712707262424,98.91971590146287,100.8167495727539,16264860
2010-11-01,229.52632106242513,230.32485613458118,223.0254714235875,223.83424377441406,30509287.0,377.0969861192069,382.24059364089175,376.0395613990627,377.58087158203125,1147948.0,258.61575365086486,262.85954463761897,258.61575365086486,260.2326354980469,4552944,101.61713509518508,104.62408383139773,101.04448930695985,103.88118743896484,20269600
2010-11-02,224.28468595041073,224.28468595041073,219.14542197992475,220.07704162597656,20360675.0,378.1544302935387,379.9466313849773,374.1040383249238,376.1650695800781,1565778.0,260.2629706938504,262.9158928522573,258.7717946819312,262.4347229003906,4998504,104.57986366062651,105.55269825217391,103.6070290690791,103.93204498291016,11122040
2010-11-03,221.54103576010104,222.13481161972405,217.57909937898611,218.12168884277344,19939993.0,376.68476916075537,386.7569288059256,375.7886687696388,377.3658142089844,2217878.0,262.8594728011386,263.96919233509374,261.3943102846031,262.2005920410156,3047536,104.40298481435171,104.88497917339717,103.96299307149823,104.45825958251953,7081520
